prompt_id,prompt,category,difficulty,expected_reasoning,prompt_length,word_count,estimated_input_tokens,contains_code,contains_math,contains_json,contains_markdown,contains_numbers,contains_question,reasoning_score,technical_complexity,reasoning_depth,task_complexity,constraint_complexity,context_complexity,complexity_score,local_latency_ms,remote_latency_ms,local_cost,remote_cost,local_quality_score,remote_quality_score,label
planning_021,Create a daily study plan for a college student preparing for a final exam in biology next Friday. Suggest specific topics and study hours.,planning,easy,low,139,24,35,0,0,0,0,0,0,1,0.0,0.0,0.25,0.0,0.071,0.0682,3312,10644,0.0,0.010228,0.4339,0.91,LOCAL
planning_022,"Provide a simple packing checklist for a 3-day summer weekend trip to a beach resort, listing essentials, clothing, and toiletries.",planning,easy,low,131,20,33,0,0,0,0,1,0,1,0.0,0.0,0.25,0.0,0.0683,0.068,3428,18764,0.0,0.005703,0.52,0.9684,LOCAL
planning_023,Outline a checklist for preparing a home for a house sitter who will stay for a week while the owner is traveling.,planning,easy,low,114,22,29,0,0,0,0,0,1,1,0.0,0.0,0.25,0.0,0.0619,0.0675,3417,3345,0.0,0.006942,0.3896,0.8765,REMOTE
planning_024,"Draft a timeline schedule for a 2-hour birthday party for a 10-year-old child, detailing slots for games, cake, and gifts.",planning,easy,low,122,20,31,0,0,0,0,1,0,2,0.0,0.0,0.45,0.0,0.0651,0.1682,3331,3121,0.0,0.003507,0.4105,0.9368,REMOTE
planning_025,"Create a step-by-step checklist for cleaning and organizing a kitchen pantry, including sorting, cleaning shelves, and labeling items.",planning,easy,low,134,18,34,0,0,0,0,0,0,2,0.0,0.2625,0.35,0.0,0.0696,0.1587,3200,3151,0.0,0.007235,0.3623,0.9437,REMOTE
planning_026,"Outline a basic schedule for a corporate team-building afternoon, specifying activities, durations, and coffee breaks.",planning,easy,low,118,15,30,0,0,0,0,0,0,1,0.0,0.0,0.35,0.0,0.064,0.0926,3194,9777,0.0,0.004825,0.5839,0.9,LOCAL
planning_027,Provide a simple weekly meal prep plan for a busy professional who wants to prepare healthy lunches ahead of time on Sunday.,planning,easy,low,124,22,31,0,0,0,0,0,1,1,0.0,0.0,0.25,0.0,0.0655,0.0677,3288,3066,0.0,0.005237,0.4511,0.9143,REMOTE
planning_028,"Draft a step-by-step plan for a family moving houses, focusing on tasks to complete one week before the moving day.",planning,easy,low,115,20,29,0,0,0,0,0,0,1,0.0,0.2625,0.31,0.0,0.0626,0.1481,3187,5907,0.0,0.008242,0.4671,0.9526,REMOTE
planning_029,"Outline the steps required to organize a garage sale, including pricing, layout, advertising, and safety precautions.",planning,easy,low,117,16,30,0,0,0,0,0,0,1,0.0,0.0,0.25,0.0,0.064,0.0676,3040,6465,0.0,0.007625,0.3623,1.0,REMOTE
planning_030,Create a checklist for a retail store manager preparing the shop for a holiday weekend sale event.,planning,easy,low,98,17,25,0,0,0,0,0,0,1,0.0,0.0,0.25,0.0,0.0565,0.067,2968,10242,0.0,0.007632,0.5182,0.9143,LOCAL
planning_031,"Outline a checklist of tasks to perform before leaving on an international vacation for two weeks, covering mail, security, and banking.",planning,easy,low,136,21,34,0,0,0,0,0,0,1,0.0,0.0,0.25,0.0,0.0696,0.0681,3368,5622,0.0,0.006505,0.3846,0.9714,REMOTE
planning_032,Create a daily schedule for a work-from-home parent balancing remote work and childcare for an infant.,planning,easy,low,102,16,26,0,0,0,0,0,0,1,0.0,0.0,0.35,0.0,0.0581,0.0921,2977,5523,0.0,0.007355,0.4461,1.0,REMOTE
planning_033,"Provide a step-by-step checklist for launching a basic personal website, covering domain signup, hosting, and content pages.",planning,easy,low,124,17,31,0,0,0,0,0,0,1,0.0,0.2625,0.25,0.1,0.0655,0.1454,3064,10036,0.0,0.008317,0.4451,0.9647,LOCAL
planning_034,"Outline a checklist for planning a corporate lunch meeting for 15 clients, covering catering, tech setup, and seating layout.",planning,easy,low,125,19,32,0,0,0,0,1,0,1,0.0,0.0,0.25,0.0,0.0669,0.0679,3419,5670,0.0,0.00715,0.4628,0.9647,REMOTE
planning_035,"Draft a simple workout routine schedule for a beginner aiming to exercise 3 days a week, focusing on full-body fitness.",planning,easy,low,119,20,30,0,0,0,0,1,0,2,0.0,0.0,0.41,0.0,0.064,0.1537,3162,5912,0.0,0.004955,0.5658,0.9368,REMOTE
planning_036,"Outline a checklist for a community clean-up day in a local park, detailing volunteer roles, materials needed, and trash disposal.",planning,easy,low,130,20,33,0,0,0,0,0,0,1,0.0,0.0,0.25,0.0,0.0683,0.068,3133,10120,0.0,0.006293,0.4318,0.9526,LOCAL
planning_037,"Create a checklist for a student organizing their digital files, folders, and emails at the start of a new school semester.",planning,easy,low,123,21,31,0,0,0,0,0,0,1,0.0,0.0,0.25,0.0,0.0655,0.0677,3233,3173,0.0,0.007228,0.4671,0.9368,REMOTE
planning_038,"Outline the steps for preparing a vegetable garden bed in the spring, including weeding, soil testing, and fertilizing.",planning,easy,low,119,18,30,0,0,0,0,0,0,1,0.0,0.0,0.25,0.0,0.064,0.0676,3201,10901,0.0,0.005365,0.4325,0.9647,LOCAL
planning_039,"Draft a simple checklist for planning a baby shower, covering invitations, decorations, games, and catering.",planning,easy,low,108,15,27,0,0,0,0,0,0,1,0.0,0.0,0.25,0.0,0.0596,0.0673,3186,2952,0.0,0.005197,0.4604,0.9357,REMOTE
planning_040,Create a checklist for a homeowner performing annual spring maintenance on the exterior of their house.,planning,easy,low,103,16,26,0,0,0,0,0,0,1,0.0,0.0,0.25,0.0,0.0581,0.0671,3014,5565,0.0,0.007275,0.5139,0.98,REMOTE
planning_041,"Design a comprehensive, phased project plan for executing a migration from an on-premise relational database to a cloud-managed database service (e.g. AWS RDS), including testing, verification, and roll-back strategy.",planning,medium,medium,217,29,55,0,0,0,0,0,0,3,0.3,0.0,1.0,0.0,0.0953,0.3476,3292,10679,0.0,0.010698,0.406,0.94,LOCAL
planning_042,"Develop a detailed go-to-market (GTM) rollout plan for a new B2B SaaS analytics tool targeting product managers. Specify key activities, timeline, channels, and KPIs across 3 distinct phases.",planning,medium,medium,191,28,48,1,0,0,0,1,0,4,0.0,0.0,1.0,0.0,0.0874,0.3671,3536,6139,0.0,0.01283,0.3716,0.8552,REMOTE
planning_043,"Outline an annual hiring and capacity planning strategy for a growing engineering department expecting to scale from 20 to 50 employees, addressing recruiter pipeline, onboarding, and training bootcamps.",planning,medium,medium,203,28,51,0,0,0,0,1,0,1,0.0,0.0,0.25,0.0,0.0908,0.0698,3264,19695,0.0,0.010437,0.3945,0.9539,LOCAL
planning_044,"Create a week-by-week implementation timeline for planning a regional software developers conference for 500 attendees, covering venue booking, speaker sourcing, sponsor packages, and marketing.",planning,medium,medium,194,24,49,0,0,0,0,1,0,2,0.0,0.0,0.45,0.0,0.0885,0.1708,3405,3432,0.0,0.009512,0.4467,0.9869,REMOTE
planning_045,"Design a disaster recovery and business continuity plan for a customer service organization in the event of a sudden, widespread regional power outage affecting the main offices.",planning,medium,medium,178,27,45,0,0,0,0,0,0,4,0.0,0.0,1.0,0.0,0.0838,0.3667,3295,6250,0.0,0.011382,0.3761,0.9875,REMOTE
planning_046,"Draft a comprehensive onboarding plan for a new remote Senior Product Manager, detailing goals, meetings, and key tasks for their first 30, 60, and 90 days.",planning,medium,medium,156,26,39,0,0,0,0,1,0,2,0.0,0.0,0.51,0.0,0.0763,0.1909,3274,10848,0.0,0.016047,0.3665,0.9478,LOCAL
planning_047,Outline a strategic proposal for a medium-sized e-commerce business to transition its logistics and fulfillment operations from in-house to a third-party logistics (3PL) provider.,planning,medium,medium,179,24,45,0,0,0,0,0,0,1,0.0,0.0,0.25,0.0,0.0837,0.0692,3450,10440,0.0,0.010292,0.3461,0.9875,LOCAL
planning_048,"Create a structured plan for conducting a corporate security audit across physical premises, digital infrastructure, and employee training programs over a 60-day period.",planning,medium,medium,169,23,43,0,0,0,0,1,0,1,0.1875,0.0,0.25,0.0,0.1861,0.1336,3324,5938,0.0,0.012348,0.3974,0.9455,REMOTE
planning_049,"Design a phased rollout plan for introducing a new performance review system in a global company with 1000 employees, addressing manager training, timeline, and feedback loops.",planning,medium,medium,176,26,44,0,0,0,0,1,0,5,0.0,0.245,1.0,0.0,0.0826,0.4541,3114,18535,0.0,0.00906,0.4161,0.9375,LOCAL
planning_050,"Create a week-by-week plan for a political campaign manager setting up local volunteer offices, voter registration drives, and local advertising over a 3-month cycle.",planning,medium,medium,166,24,42,0,0,0,0,1,0,1,0.0,0.0,0.35,0.0,0.0801,0.0939,3374,3571,0.0,0.010915,0.4698,0.9609,REMOTE
planning_051,"Design a budget allocation and project plan for a university department setting up a new data science lab, covering equipment, software licensing, and researcher hiring.",planning,medium,medium,169,25,43,0,0,0,0,0,0,1,0.0,0.0,0.35,0.0,0.0813,0.094,3234,10645,0.0,0.009477,0.4656,0.9591,LOCAL
planning_052,"Create a structured schedule and timeline for filming a 5-minute promotional video, covering pre-production, casting, location scouting, shooting days, and post-production editing.",planning,medium,medium,180,22,45,0,0,0,0,1,0,2,0.0,0.0,0.45,0.0,0.0838,0.1703,3420,6249,0.0,0.007912,0.5049,0.9591,REMOTE
planning_053,"Outline a change management plan for a healthcare clinic transition from paper records to an Electronic Health Records (EHR) system, minimizing patient scheduling disruption.",planning,medium,medium,174,24,44,0,0,0,0,0,0,2,0.375,0.0,0.25,0.0,0.0826,0.1816,3090,10435,0.0,0.012,0.4792,0.9727,LOCAL
planning_054,"Draft a business proposal for expanding a local restaurant chain to a new city, covering location analysis, supply chain setup, and marketing strategy.",planning,medium,medium,151,23,38,0,0,0,0,0,0,1,0.0,0.0,0.35,0.0,0.075,0.0935,3605,10537,0.0,0.010835,0.3911,0.97,LOCAL
planning_055,"Design a 6-month content marketing calendar and SEO growth plan for an enterprise fintech platform, specifying content types, keywords, and distribution frequency.",planning,medium,medium,163,22,41,0,0,0,0,1,0,1,0.0,0.0,0.35,0.0,0.0788,0.0938,3514,6760,0.0,0.016012,0.4703,0.9571,REMOTE
planning_056,"Create a comprehensive plan for a software company to run a beta test program for 200 external users, including feedback collection channels and bug tracking.",planning,medium,medium,158,25,40,0,0,0,0,1,0,1,0.0,0.0,0.31,0.0,0.0776,0.0837,3131,19449,0.0,0.01264,0.3601,0.9863,LOCAL
planning_057,"Outline a strategy for managing a product recall event for a smart home device manufacturer, addressing customer communication, logistics, and legal compliance.",planning,medium,medium,160,22,40,0,0,0,0,0,0,1,0.1875,0.0,0.25,0.0,0.0776,0.125,3367,5630,0.0,0.00819,0.4663,0.9526,REMOTE
planning_058,"Design a phased rollout plan for transitioning a corporate workforce of 500 employees to a hybrid work model, addressing office layout, scheduling tools, and tech stack.",planning,medium,medium,169,26,43,0,0,0,0,1,0,4,0.0,0.0,1.0,0.0,0.0813,0.3664,3161,10234,0.0,0.010247,0.426,0.95,LOCAL
planning_059,"Create a structured timeline for a non-profit organization planning an annual fundraising gala, covering ticket sales, donor outreach, and live auctions.",planning,medium,medium,153,21,39,0,0,0,0,0,0,1,0.0,0.0,0.35,0.0,0.0763,0.0936,3377,5633,0.0,0.006287,0.4653,0.9571,REMOTE
planning_060,"Outline a marketing and launch plan for an independent book release, covering press releases, book reviews, social media campaigns, and local signing events.",planning,medium,medium,157,23,40,0,0,0,0,0,0,1,0.0,0.0,0.25,0.0,0.0776,0.0687,3133,5928,0.0,0.0094,0.3604,0.9571,REMOTE
planning_061,"Develop a multi-year IT modernization and migration strategy for a national bank operating on legacy COBOL mainframe database systems. Create a phased, risk-mitigated rollout plan that transitions core ledger systems to a microservices architecture in the cloud, detailing data consistency, parallel run validation, regulatory compliance (PCI-DSS), and fallback scenarios.",planning,hard,high,372,49,93,0,0,0,0,0,0,5,0.6757,0.0,1.0,0.0,0.2308,0.4712,3714,19215,0.0,0.012813,0.3596,0.9745,LOCAL
planning_062,"Design a comprehensive, end-to-end disaster recovery and business continuity plan for a global pharmaceutical manufacturing company with factories across 3 continents. Detail strategies for supply chain disruption, key personnel loss, ransomware attacks on active directory, raw material shortage, and local regulatory shutdowns, specifying RTO and RPO objectives.",planning,hard,high,364,47,91,0,0,0,0,1,0,3,0.1875,0.0,1.0,0.0,0.1292,0.3166,3789,5757,0.0,0.014168,0.3415,0.9727,REMOTE
planning_063,"Create a detailed implementation plan and roadmap for executing a merger between two B2B software companies, each with over 500 employees and separate codebase systems. Structure the integration of engineering teams, database schemas, API compatibility layers, security protocols, customer billing systems, and sales channels over a 12-month timeline.",planning,hard,high,351,48,88,0,0,0,0,1,0,3,0.3,0.0,0.61,0.1,0.1267,0.2796,3566,19037,0.0,0.01241,0.3178,0.9651,LOCAL
planning_064,"Develop a strategic rollout and capacity scaling plan for a ride-sharing service launching in a new metropolitan city. Address driver supply acquisition, localized marketing, dynamic pricing algorithm calibration, municipal legal challenges, insurance compliance, and localized mapping data optimization over the first 180 days.",planning,hard,high,328,43,82,0,0,0,0,1,0,4,0.2902,0.0,1.0,0.0,0.1795,0.3514,3664,3576,0.0,0.011315,0.3536,0.9775,REMOTE
planning_065,"Design a comprehensive Go-To-Market (GTM) and scaling plan for a new medical device that tracks vital signs using deep learning algorithms. Create a phased plan covering FDA approval pathways, security certification (HIPAA), clinical validation trials, B2B sales pipelines to hospitals, and scale manufacturing logistics, specifying weekly milestones.",planning,hard,high,351,47,88,1,0,0,0,0,0,4,0.4013,0.0,1.0,0.0,0.1267,0.3805,3726,10870,0.0,0.01512,0.3942,0.9727,LOCAL
planning_066,"Develop an incident response and communication plan for a public company experiencing a major data breach involving the leak of 10 million user records. Detail immediate containment steps, forensic audit timeline, legal disclosure compliance (GDPR/CCPA), PR response strategy, and post-incident system remediation, specifying hour-by-hour milestones for the first 72 hours.",planning,hard,high,373,50,94,1,0,0,0,1,0,3,0.1988,0.0,1.0,0.0,0.1316,0.3202,3975,18937,0.0,0.012955,0.2749,0.9489,LOCAL
planning_067,"Design a phased rollout and training plan for deploying a decentralized blockchain-based supply chain tracing platform across a network of 50 independent agricultural suppliers, addressing tech hardware setups, offline database synchronization, and local training bootcamps.",planning,hard,high,274,35,69,0,0,0,0,1,0,4,0.0,0.0,1.0,0.0,0.183,0.3781,3532,3755,0.0,0.014503,0.4111,0.9812,REMOTE
planning_068,"Create a detailed project charter and execution plan for building a new sustainable data center facility from scratch, covering site selection, power grid connection, cooling infrastructure setup, backup generator configurations, security clearances, and server rack installations over a 24-month timeline.",planning,hard,high,306,40,77,0,0,0,0,1,0,3,0.75,0.0,0.41,0.0,0.1766,0.3416,3563,10061,0.0,0.013162,0.2792,0.9605,LOCAL
planning_069,"Develop a strategic proposal and rollout roadmap for a national retail chain with 400 stores to transition to a completely automated, cashierless checkout system. Detail integration with inventory management, security systems, labor re-skilling programs, and store-level hardware installation schedules.",planning,hard,high,303,39,76,0,0,0,0,1,0,4,0.0,0.0,1.0,0.0,0.1163,0.3704,3708,10537,0.0,0.01282,0.2877,0.9833,LOCAL
planning_070,"Design a comprehensive crisis management and operational continuity plan for a global shipping company in the event that a major maritime canal is blocked for 3 weeks, disrupting international shipping lanes. Address cargo rerouting, cost mitigation, contractual liability (Force Majeure), and client communication protocols.",planning,hard,high,325,44,82,0,0,0,0,1,0,4,0.375,0.0,1.0,0.0,0.1216,0.3722,3743,11266,0.0,0.014395,0.3334,0.9769,LOCAL
planning_071,"Develop a structured project plan for conducting a clinical trial phase III for a new vaccine, covering hospital site selection, patient recruitment pipelines, data management protocols, cold chain logistics, independent safety monitoring board setup, and regulatory submission timeline.",planning,hard,high,287,38,72,0,0,0,0,0,0,3,0.2981,0.0,1.0,0.0,0.1125,0.3484,3966,19072,0.0,0.01274,0.3303,0.9914,LOCAL
planning_072,"Create a detailed week-by-week roadmap for scaling a cloud video streaming infrastructure to handle a major live sporting event expecting 50 million concurrent viewers, addressing CDN caching policies, load balancer warm-up, database read-replica scaling, and fallback streams.",planning,hard,high,277,37,70,0,0,0,0,1,0,4,0.6784,0.0,0.51,0.0,0.244,0.3505,4117,3735,0.0,0.014795,0.3958,0.9513,REMOTE
planning_073,"Design an organizational restructuring plan for a multi-divisional conglomerate shifting from a functional structure to a product-divisional structure. Detail team realignment, reporting line changes, compensation adjustments, and change management communication for 10,000 employees.",planning,hard,high,284,33,71,0,0,0,0,1,0,1,0.0,0.0,0.25,0.0,0.1116,0.0714,4013,19077,0.0,0.011397,0.3672,0.9807,LOCAL
planning_074,"Develop a comprehensive research and testing roadmap for developing a new solid-state battery technology, covering material synthesis phase, laboratory cell testing, scaling to pouch cell prototypes, safety validation (thermal runway), and automotive integration testing over 3 years.",planning,hard,high,284,37,71,0,0,0,0,1,0,4,0.0,0.0,1.0,0.0,0.1116,0.3699,4008,10235,0.0,0.010398,0.3524,0.9273,LOCAL
planning_075,"Design a strategic plan and checklist for a global food brand to achieve carbon-neutral status across its entire supply chain by 2030, detailing offsets, agricultural transition incentives, transport electrification, and packaging redesign.",planning,hard,high,240,32,60,0,0,0,0,1,0,3,0.0,0.0,0.8,0.0,0.1006,0.2972,3594,5935,0.0,0.01122,0.3275,0.9807,REMOTE
planning_076,"Create a comprehensive rollout and risk management plan for a state government transitioning its citizen services portal to a decentralized identity verification system (Self-Sovereign Identity), covering accessibility compliance, security audits, database migration, and citizen onboarding campaigns.",planning,hard,high,301,36,76,0,0,0,0,0,0,2,0.1988,0.0,0.41,0.0,0.1163,0.1714,3415,18882,0.0,0.01253,0.3761,0.9719,LOCAL
planning_077,"Develop a detailed operational integration plan for consolidating 4 manufacturing plants under a single unified Enterprise Resource Planning (ERP) platform. Address master data harmonization, inventory code matching, production scheduling tools integration, and local factory training schedules.",planning,hard,high,295,36,74,0,0,0,0,1,0,4,0.0,0.0,1.0,0.0,0.1144,0.3702,3644,3529,0.0,0.012095,0.3243,0.9824,REMOTE
planning_078,"Design a comprehensive capacity expansion and capital budgeting plan for an international airline expanding its fleet and route network post-regulatory changes. Address aircraft acquisition, crew hiring, airport gate negotiations, and route profitability forecasting.",planning,hard,high,267,33,67,0,0,0,0,0,0,3,0.1875,0.0,1.0,0.0,0.1077,0.3149,3431,6234,0.0,0.010977,0.3769,0.9613,REMOTE
planning_079,"Create a detailed implementation plan and timeline for a large city to transition its entire public bus fleet from diesel to electric buses, covering charging station infrastructure, power grid upgrades, maintenance worker retraining, and route adjustments.",planning,hard,high,257,36,65,1,0,0,0,0,0,2,0.0,0.0,0.41,0.0,0.1724,0.1661,3455,19768,0.0,0.009683,0.3742,0.9727,LOCAL
planning_080,"Develop a strategic proposal and phased implementation plan for a global tech firm to establish its own cybersecurity operations center (SOC). Detail tool procurement (SIEM, SOAR), hiring levels, tier-1/2/3 analyst roles, incident triage workflows, and SLA metrics.",planning,hard,high,265,37,67,0,1,0,0,1,0,4,0.0,0.0,0.95,0.0,0.1077,0.3516,3714,3872,0.0,0.011817,0.2821,0.9684,REMOTE
reasoning_001,All mammals are warm-blooded. Dolphins are mammals. Are dolphins warm-blooded? Explain your answer.,reasoning,easy,low,99,13,25,0,0,0,0,0,1,2,0.0,0.0,0.48,0.0,0.054,0.1776,3105,9691,0.0,0.003062,0.4794,0.9667,LOCAL
reasoning_002,A room has four walls. Each wall has one window. Each window has one cat sitting on the sill. How many cats are in the room?,reasoning,easy,low,124,26,31,0,0,0,0,0,1,1,0.0,0.0,0.25,0.0,0.0642,0.0676,3449,5015,0.0,0.001428,0.4403,0.9053,REMOTE
reasoning_003,"If you go to sleep at 8pm and set an alarm for 9am, how many hours of sleep will you get?",reasoning,easy,low,89,21,23,1,0,0,0,0,1,1,0.0,0.0,0.25,0.0,0.0535,0.0668,3343,4947,0.0,0.000617,0.4147,0.6774,REMOTE
reasoning_004,A shop has 40 apples. It sells half of them in the morning. In the afternoon it sells a quarter of the remaining apples. How many apples are left?,reasoning,easy,low,146,29,37,0,0,0,0,1,1,1,0.0,0.0,0.25,0.0,0.0718,0.0682,3210,2450,0.0,0.001453,0.4339,0.97,REMOTE
reasoning_005,"If all Blops are Flips, and some Flips are Grips, can you conclude that some Blops are Grips? Explain why or why not.",reasoning,easy,low,117,23,30,0,0,0,0,0,1,3,0.0,0.315,0.48,0.0,0.0624,0.2911,3417,2554,0.0,0.002215,0.5109,0.9062,REMOTE
reasoning_006,A farmer has 17 sheep. All but 9 die. How many sheep are left?,reasoning,easy,low,62,14,16,0,0,0,0,1,1,1,0.0,0.0,0.25,0.0,0.0419,0.0659,3064,2476,0.0,0.00096,0.3695,0.811,REMOTE
reasoning_007,"Three boxes each contain either only red balls, only blue balls, or both. All labels on the boxes are wrong. You may draw one ball from one box. Which box should you pick from and why?",reasoning,easy,low,184,36,46,0,0,0,0,0,1,1,0.0,0.0,0.25,0.0,0.0847,0.0693,3523,3099,0.0,0.006025,0.4005,0.9483,REMOTE
reasoning_008,"A company can produce 120 units per day with 6 workers. If they hire 2 more workers at the same productivity rate, how many units can they produce in a 5-day work week? Show your reasoning step by step.",reasoning,medium,medium,202,39,51,0,0,0,0,1,1,1,0.0,0.2625,0.25,0.0,0.0902,0.1353,3498,2644,0.0,0.002667,0.4011,0.8663,REMOTE
reasoning_009,A clock shows 3:15. What is the angle between the hour hand and the minute hand? Reason through the position of each hand carefully.,reasoning,medium,medium,132,24,33,0,0,0,0,1,1,2,0.0,0.2625,0.4,0.0,0.0677,0.171,3354,2873,0.0,0.003783,0.4061,0.895,REMOTE
reasoning_010,"You have two ropes. Each rope takes exactly 60 minutes to burn from end to end, but they burn unevenly. How can you measure exactly 45 minutes using only these two ropes and a lighter?",reasoning,medium,medium,184,35,46,0,0,0,0,1,1,1,0.0,0.0,0.25,0.2,0.0841,0.0932,3462,2551,0.0,0.002375,0.3955,0.9444,REMOTE
reasoning_011,Five houses in a row are each painted a different colour. Each house is occupied by a person of a different nationality who drinks a different beverage. Given: The red house is immediately to the left of the green house. The Norwegian lives in the first house. The person in the blue house drinks tea. Who drinks coffee if we know the Norwegian lives next to the blue house?,reasoning,medium,medium,374,69,94,0,0,0,0,0,1,1,0.0,0.0,0.25,0.0,0.128,0.0727,3973,4267,0.0,0.024985,0.4463,0.8946,REMOTE
reasoning_012,"A bank robber robs a bank and escapes with $100,000 in cash. A week later he is found dead in a locked room with no windows or other exits, the money is still in the room untouched, and there are no signs of struggle. The door was locked from the inside. How could this have happened? List at least three plausible explanations.",reasoning,medium,medium,328,62,82,0,0,0,0,1,1,1,0.0,0.0,0.25,0.0,0.1207,0.0722,3870,18358,0.0,0.005755,0.3586,0.925,LOCAL
reasoning_013,A manager must choose between two employees for a promotion. Employee A has a 90% task completion rate but works slowly. Employee B has a 75% task completion rate but works quickly. Reason through the factors a manager should consider and explain which employee you would promote and why.,reasoning,medium,medium,288,49,72,0,0,0,0,1,1,3,0.0,0.2625,0.5,0.12,0.1107,0.3055,3843,9936,0.0,0.00567,0.3557,0.8941,LOCAL
reasoning_014,"If you have 8 balls that all look identical, and one is slightly heavier than the rest, how can you find the heavier ball in exactly two uses of a balance scale?",reasoning,medium,medium,161,32,41,0,0,0,0,1,1,4,0.0,0.315,0.78,0.1,0.0788,0.4172,3468,2554,0.0,0.001562,0.3188,0.9172,REMOTE
reasoning_015,"You are the operations manager of a hospital. You have one ventilator available and two patients who both need it immediately. Patient A is 45 years old with a 70% survival chance on the ventilator. Patient B is 70 years old with a 55% survival chance. Reason through the ethical frameworks (utilitarian, rights-based, clinical) and explain how each would guide your decision.",reasoning,hard,high,376,62,94,0,0,0,0,1,1,4,0.375,0.405,0.48,0.0,0.1305,0.4004,4091,3681,0.0,0.010435,0.273,0.9425,REMOTE
reasoning_016,"A fast-food chain wants to launch in a new city. They have data showing high foot traffic near universities but low purchasing power among students, and moderate foot traffic in business districts with high purchasing power. Reason through the trade-offs and recommend a location strategy with justification for each factor considered.",reasoning,hard,high,335,51,84,0,0,0,0,0,0,2,0.0,0.3874,0.25,0.0,0.123,0.2417,3703,3382,0.0,0.00916,0.3367,0.9163,REMOTE
reasoning_017,"Given the following claims: (1) If it rains, the ground gets wet. (2) The ground is wet. (3) Therefore it rained. Identify the logical fallacy in this argument, name it, provide a counter-example that disproves the conclusion, and suggest how the argument could be made logically valid.",reasoning,hard,high,286,47,72,0,0,0,0,1,1,7,0.0,0.9,0.78,0.0,0.1118,0.7128,3867,5104,0.0,0.00396,0.2605,0.9131,REMOTE
reasoning_018,"A startup has a runway of 8 months and three strategic options: (A) pivot the product and extend runway by 6 months but risk losing current users, (B) raise a bridge round at unfavourable terms to gain 4 more months, or (C) cut 40% of the team to extend runway by 5 months. Reason through each option's risks and second-order consequences and recommend the best course of action.",reasoning,hard,high,379,68,95,0,0,0,0,1,0,2,0.0,0.2625,0.35,0.0,0.131,0.1636,4059,3579,0.0,0.008627,0.336,0.9294,REMOTE
reasoning_019,"You are given a 4-gallon jug and a 3-gallon jug with no measurement markings, and an unlimited water source. You need to measure exactly 2 gallons. Describe the step-by-step reasoning and the sequence of pourings to achieve this.",reasoning,hard,high,229,38,58,0,0,0,0,1,0,3,0.0,0.2625,0.5,0.1,0.0979,0.3007,3597,6894,0.0,0.017185,0.3351,0.8454,REMOTE
reasoning_020,"Three suspects A, B, and C are questioned about a robbery. A says: 'I didn't do it.' B says: 'A is lying.' C says: 'B is lying.' If exactly one of the three is telling the truth, determine who committed the robbery and verify your answer is consistent with all three statements.",reasoning,hard,high,278,52,70,0,0,0,0,0,1,7,0.0,0.9,0.78,0.1,0.1086,0.7296,3582,18628,0.0,0.004175,0.3533,0.9108,LOCAL
reasoning_021,"Identify the logical fallacy in this statement: 'Our team lost the match because it rained. Every time it rains during our match, we lose.'",reasoning,easy,low,139,24,35,0,0,0,0,0,0,4,0.0,0.315,0.78,0.0,0.071,0.3992,3353,9723,0.0,0.003237,0.3265,0.9182,LOCAL
reasoning_022,"If a card contains a vowel on one side, it must have an even number on the other side. A card has 'E' on one side. What should be on the other side to satisfy the rule?",reasoning,easy,low,168,37,42,0,0,0,0,0,1,1,0.0,0.0,0.25,0.12,0.0779,0.0831,3604,2578,0.0,0.000295,0.4911,0.3411,LOCAL
reasoning_023,Compare the advantages and disadvantages of taking public transit versus driving a private vehicle in a major city.,reasoning,easy,low,115,18,29,1,0,0,0,0,0,4,0.0,0.455,0.65,0.0,0.0626,0.4018,3111,3458,0.0,0.008112,0.3343,0.9647,REMOTE
reasoning_024,Explain the difference between inductive reasoning and deductive reasoning with simple examples for both.,reasoning,easy,low,105,14,27,0,0,0,0,0,1,2,0.0,0.0,0.48,0.0,0.0596,0.1782,2944,2861,0.0,0.005387,0.4736,0.8846,REMOTE
reasoning_025,"Read the following scenario: A, B, and C are standing in a line. A is taller than B. B is taller than C. Who is the shortest? Explain.",reasoning,easy,low,134,28,34,0,0,0,0,0,1,1,0.0,0.0,0.4,0.0,0.0674,0.1054,3397,2476,0.0,0.000735,0.5171,0.7267,REMOTE
reasoning_026,"Determine the next pattern in the sequence: Circle, Square, Circle, Circle, Square, Circle, Circle, Circle, Square, ... Explain why.",reasoning,easy,low,132,19,33,0,0,0,0,0,1,3,0.0,0.0,0.86,0.0,0.0649,0.3146,3235,2459,0.0,0.001393,0.4611,0.88,REMOTE
reasoning_027,Explain why correlation does not imply causation using the example of ice cream sales and sunburn rates.,reasoning,easy,low,104,17,26,0,0,0,0,0,1,2,0.0,0.0,0.48,0.0,0.0581,0.1781,3035,3008,0.0,0.005935,0.5687,0.947,REMOTE
reasoning_028,"A shopkeeper says, 'All shirts are discounted, but no pants are.' If a customer buys a pair of pants, is it discounted? Explain the logic.",reasoning,easy,low,138,25,35,0,0,0,0,0,1,2,0.0,0.0,0.48,0.0,0.0706,0.1795,3296,2634,0.0,0.002917,0.3504,0.9286,REMOTE
